"mag_id","cluster","ORF","KO","description","B","C","COG_category","CAZy"
"L040_bin.16","Group 5","L040_bin.16_460047_4","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.16","Group 5","L040_bin.16_52159_89","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","H","-"
"L040_bin.16","Group 5","L040_bin.16_537079_7","K01962","acetyl-CoA carboxylase carboxyl transferase subunit alpha","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.16","Group 5","L040_bin.16_96740_8","K01963","acetyl-CoA carboxylase carboxyl transferase subunit beta","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.20","Group 4","L040_bin.20_119893_23","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.20","Group 4","L040_bin.20_142187_2","K01962","acetyl-CoA carboxylase carboxyl transferase subunit alpha","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.20","Group 4","L040_bin.20_213831_6","K00029","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L040_bin.20","Group 4","L040_bin.20_357210_23","K01907","acetoacetyl-CoA synthetase","Carbohydrate metabolism","Butanoate metabolism","I","-"
"L040_bin.20","Group 4","L040_bin.20_396375_8","K02160","acetyl-CoA carboxylase biotin carboxyl carrier protein","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.20","Group 4","L040_bin.20_396375_9","K01961","acetyl-CoA carboxylase, biotin carboxylase subunit","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.20","Group 4","L040_bin.20_459705_4","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","H","-"
"L040_bin.20","Group 4","L040_bin.20_75757_6","K01963","acetyl-CoA carboxylase carboxyl transferase subunit beta","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.21","Group 5","L040_bin.21_135781_32","K01961","acetyl-CoA carboxylase, biotin carboxylase subunit","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.21","Group 5","L040_bin.21_135781_33","K02160","acetyl-CoA carboxylase biotin carboxyl carrier protein","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.21","Group 5","L040_bin.21_178148_1","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.21","Group 5","L040_bin.21_302297_15","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","H","-"
"L040_bin.21","Group 5","L040_bin.21_386290_3","K01963","acetyl-CoA carboxylase carboxyl transferase subunit beta","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.21","Group 5","L040_bin.21_39807_3","K01962","acetyl-CoA carboxylase carboxyl transferase subunit alpha","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.21","Group 5","L040_bin.21_515374_11","K14534","4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase","Carbohydrate metabolism","Butanoate metabolism","Q","-"
"L040_bin.7","Group 4","L040_bin.7_180827_16","K01962","acetyl-CoA carboxylase carboxyl transferase subunit alpha","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.7","Group 4","L040_bin.7_317712_2","K01963","acetyl-CoA carboxylase carboxyl transferase subunit beta","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.7","Group 4","L040_bin.7_463759_5","K01961","acetyl-CoA carboxylase, biotin carboxylase subunit","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.7","Group 4","L040_bin.7_463759_6","K02160","acetyl-CoA carboxylase biotin carboxyl carrier protein","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.7","Group 4","L040_bin.7_547491_8","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.7","Group 4","L040_bin.7_67412_13","K00029","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L040_bin.9","Group 4","L040_bin.9_223239_17","K01962","acetyl-CoA carboxylase carboxyl transferase subunit alpha","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.9","Group 4","L040_bin.9_494268_40","K02160","acetyl-CoA carboxylase biotin carboxyl carrier protein","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.9","Group 4","L040_bin.9_494268_41","K01961","acetyl-CoA carboxylase, biotin carboxylase subunit","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L040_bin.9","Group 4","L040_bin.9_80902_6","K00029","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L078_bin.10","Group 3","L078_bin.10_37346_14","K00029","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L078_bin.10","Group 3","L078_bin.10_81655_37","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","H","-"
"L078_bin.17","Group 3","L078_bin.17_431841_22","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","H","-"
"L078_bin.28","Group 1","L078_bin.28_10248_4","K00656","formate C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L078_bin.28","Group 1","L078_bin.28_197384_13","K00132","acetaldehyde dehydrogenase (acetylating)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L078_bin.28","Group 1","L078_bin.28_202586_3","K01963","acetyl-CoA carboxylase carboxyl transferase subunit beta","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L078_bin.28","Group 1","L078_bin.28_202586_4","K01961","acetyl-CoA carboxylase, biotin carboxylase subunit","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L078_bin.28","Group 1","L078_bin.28_202586_6","K02160","acetyl-CoA carboxylase biotin carboxyl carrier protein","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L078_bin.28","Group 1","L078_bin.28_24548_8","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","F","-"
"L078_bin.28","Group 1","L078_bin.28_24548_9","K00625","phosphate acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L078_bin.28","Group 1","L078_bin.28_296050_8","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L078_bin.28","Group 1","L078_bin.28_349173_2","K00027","maeA; malate dehydrogenase (oxaloacetate-decarboxylating)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L078_bin.34","Group 3","L078_bin.34_214299_49","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L078_bin.37","Group 2","L078_bin.37_290603_2","K01961","acetyl-CoA carboxylase, biotin carboxylase subunit","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L078_bin.37","Group 2","L078_bin.37_315347_3","K00027","maeA; malate dehydrogenase (oxaloacetate-decarboxylating)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L078_bin.9","Group 3","L078_bin.9_240968_2","K00029","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L078_bin.9","Group 3","L078_bin.9_262578_2","K01961","acetyl-CoA carboxylase, biotin carboxylase subunit","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L078_bin.9","Group 3","L078_bin.9_440430_1","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L078_bin.9","Group 3","L078_bin.9_440430_3","K00625","phosphate acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L078_bin.9","Group 3","L078_bin.9_86038_1","K00656","formate C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L080_bin.29","Group 2","L080_bin.29_281389_6","K01961","acetyl-CoA carboxylase, biotin carboxylase subunit","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L080_bin.29","Group 2","L080_bin.29_333077_2","K15024","putative phosphotransacetylase","Carbohydrate metabolism","Pyruvate metabolism","Q","-"
"L080_bin.38","Group 5","L080_bin.38_127080_7","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L080_bin.38","Group 5","L080_bin.38_239276_1","K13788","phosphate acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L080_bin.38","Group 5","L080_bin.38_239276_2","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","F","-"
"L080_bin.38","Group 5","L080_bin.38_253903_12","K00027","maeA; malate dehydrogenase (oxaloacetate-decarboxylating)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L080_bin.38","Group 5","L080_bin.38_38012_3","K00656","formate C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L080_bin.38","Group 5","L080_bin.38_43407_2","K11263","acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L081_bin.10","Group 1","L081_bin.10_196842_9","K00027","maeA; malate dehydrogenase (oxaloacetate-decarboxylating)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L081_bin.10","Group 1","L081_bin.10_215297_13","K01962","acetyl-CoA carboxylase carboxyl transferase subunit alpha","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L081_bin.10","Group 1","L081_bin.10_215297_14","K01963","acetyl-CoA carboxylase carboxyl transferase subunit beta","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L081_bin.10","Group 1","L081_bin.10_215297_15","K01961","acetyl-CoA carboxylase, biotin carboxylase subunit","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L081_bin.10","Group 1","L081_bin.10_215297_17","K02160","acetyl-CoA carboxylase biotin carboxyl carrier protein","Carbohydrate metabolism","Pyruvate metabolism","CI","-"
"L081_bin.10","Group 1","L081_bin.10_262178_41","K00625","phosphate acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L081_bin.10","Group 1","L081_bin.10_262178_8","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L081_bin.10","Group 1","L081_bin.10_513089_13","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","H","-"
"L081_bin.10","Group 1","L081_bin.10_7570_39","K00656","formate C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L081_bin.12","Group 1","L081_bin.12_17435_3","K00027","maeA; malate dehydrogenase (oxaloacetate-decarboxylating)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L081_bin.12","Group 1","L081_bin.12_301427_3","K15024","putative phosphotransacetylase","Carbohydrate metabolism","Pyruvate metabolism","Q","-"
"L081_bin.12","Group 1","L081_bin.12_30575_7","K00656","formate C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L081_bin.12","Group 1","L081_bin.12_476085_4","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","H","-"
"L081_bin.18","Group 1","L081_bin.18_141107_7","K00656","formate C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L081_bin.18","Group 1","L081_bin.18_195661_1","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","F","-"
"L081_bin.18","Group 1","L081_bin.18_228216_1","K02160","acetyl-CoA carboxylase biotin carboxyl carrier protein","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L081_bin.18","Group 1","L081_bin.18_306263_1","K01963","acetyl-CoA carboxylase carboxyl transferase subunit beta","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L081_bin.18","Group 1","L081_bin.18_306263_2","K01962","acetyl-CoA carboxylase carboxyl transferase subunit alpha","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L081_bin.18","Group 1","L081_bin.18_374973_11","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L081_bin.18","Group 1","L081_bin.18_417066_2","K00027","maeA; malate dehydrogenase (oxaloacetate-decarboxylating)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L081_bin.18","Group 1","L081_bin.18_56073_4","K00625","phosphate acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L081_bin.30","Group 1","L081_bin.30_376515_13","K00027","maeA; malate dehydrogenase (oxaloacetate-decarboxylating)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L081_bin.36","Group 3","L081_bin.36_489120_11","K00029","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L081_bin.36","Group 3","L081_bin.36_54310_10","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","F","-"
"L081_bin.36","Group 3","L081_bin.36_54310_11","K00625","phosphate acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L081_bin.4","Group 5","L081_bin.4_302930_16","K00004","(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase","Carbohydrate metabolism","Butanoate metabolism","E","-"
"L081_bin.4","Group 5","L081_bin.4_347777_15","K00132","acetaldehyde dehydrogenase (acetylating)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L081_bin.4","Group 5","L081_bin.4_439920_10","K00027","maeA; malate dehydrogenase (oxaloacetate-decarboxylating)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L081_bin.4","Group 5","L081_bin.4_48547_2","K13788","phosphate acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L081_bin.4","Group 5","L081_bin.4_48547_3","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","F","-"
"L082_bin.12","Group 4","L082_bin.12_205939_6","K01963","acetyl-CoA carboxylase carboxyl transferase subunit beta","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.12","Group 4","L082_bin.12_210765_4","K01571","oxaloacetate decarboxylase (Na+ extruding) subunit alpha","Carbohydrate metabolism","Pyruvate metabolism","CI","-"
"L082_bin.12","Group 4","L082_bin.12_210765_5","K01573","oxaloacetate decarboxylase (Na+ extruding) subunit gamma","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L082_bin.12","Group 4","L082_bin.12_216973_9","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.12","Group 4","L082_bin.12_332974_3","K02160","acetyl-CoA carboxylase biotin carboxyl carrier protein","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.12","Group 4","L082_bin.12_460665_34","K14534","4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase","Carbohydrate metabolism","Butanoate metabolism","Q","-"
"L082_bin.12","Group 4","L082_bin.12_52020_8","K01962","acetyl-CoA carboxylase carboxyl transferase subunit alpha","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.12","Group 4","L082_bin.12_53095_3","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","F","-"
"L082_bin.12","Group 4","L082_bin.12_53095_4","K13788","phosphate acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L082_bin.12","Group 4","L082_bin.12_86696_3","K00029","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L082_bin.18","Group 1","L082_bin.18_317664_5","K00027","maeA; malate dehydrogenase (oxaloacetate-decarboxylating)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L082_bin.18","Group 1","L082_bin.18_501362_1","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","H","-"
"L082_bin.19","Group 4","L082_bin.19_180849_2","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","H","-"
"L082_bin.19","Group 4","L082_bin.19_191658_6","K02160","acetyl-CoA carboxylase biotin carboxyl carrier protein","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.19","Group 4","L082_bin.19_191658_7","K01961","acetyl-CoA carboxylase, biotin carboxylase subunit","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.19","Group 4","L082_bin.19_219447_5","K01962","acetyl-CoA carboxylase carboxyl transferase subunit alpha","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.19","Group 4","L082_bin.19_233483_2","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.19","Group 4","L082_bin.19_83974_4","K01963","acetyl-CoA carboxylase carboxyl transferase subunit beta","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.25","Group 4","L082_bin.25_176452_6","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.25","Group 4","L082_bin.25_186645_4","K01961","acetyl-CoA carboxylase, biotin carboxylase subunit","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.25","Group 4","L082_bin.25_193344_3","K01962","acetyl-CoA carboxylase carboxyl transferase subunit alpha","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.25","Group 4","L082_bin.25_306973_2","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","H","-"
"L082_bin.25","Group 4","L082_bin.25_306973_3","K00625","phosphate acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","CI","-"
"L082_bin.25","Group 4","L082_bin.25_34807_22","K02160","acetyl-CoA carboxylase biotin carboxyl carrier protein","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.25","Group 4","L082_bin.25_384460_15","K01907","acetoacetyl-CoA synthetase","Carbohydrate metabolism","Butanoate metabolism","I","-"
"L082_bin.25","Group 4","L082_bin.25_466417_22","K00029","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L082_bin.25","Group 4","L082_bin.25_69931_14","K01963","acetyl-CoA carboxylase carboxyl transferase subunit beta","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.26","Group 4","L082_bin.26_119867_8","K01963","acetyl-CoA carboxylase carboxyl transferase subunit beta","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.26","Group 4","L082_bin.26_248889_1","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.26","Group 4","L082_bin.26_289260_7","K01907","acetoacetyl-CoA synthetase","Carbohydrate metabolism","Butanoate metabolism","I","-"
"L082_bin.26","Group 4","L082_bin.26_455953_18","K01961","acetyl-CoA carboxylase, biotin carboxylase subunit","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.26","Group 4","L082_bin.26_455953_19","K02160","acetyl-CoA carboxylase biotin carboxyl carrier protein","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.26","Group 4","L082_bin.26_481472_3","K01962","acetyl-CoA carboxylase carboxyl transferase subunit alpha","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.27","Group 4","L082_bin.27_203525_3","K01962","acetyl-CoA carboxylase carboxyl transferase subunit alpha","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.27","Group 4","L082_bin.27_22882_1","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","H","-"
"L082_bin.27","Group 4","L082_bin.27_259519_3","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.3","Group 3","L082_bin.3_253835_9","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.3","Group 3","L082_bin.3_67029_5","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","F","-"
"L082_bin.9","Group 3","L082_bin.9_116406_1","K00029","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L082_bin.9","Group 3","L082_bin.9_367826_5","K02160","acetyl-CoA carboxylase biotin carboxyl carrier protein","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.9","Group 3","L082_bin.9_367826_6","K01961","acetyl-CoA carboxylase, biotin carboxylase subunit","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.9","Group 3","L082_bin.9_381083_1","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L082_bin.9","Group 3","L082_bin.9_414353_8","K01962","acetyl-CoA carboxylase carboxyl transferase subunit alpha","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.9","Group 3","L082_bin.9_528077_3","K01963","acetyl-CoA carboxylase carboxyl transferase subunit beta","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L082_bin.9","Group 3","L082_bin.9_83300_5","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L001_bin.14","Group 3","L001_bin.14_171648_2","K03385","nitrite reductase (cytochrome c-552)","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.14","Group 3","L001_bin.14_179548_1","K00370","nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.14","Group 3","L001_bin.14_179548_2","K00371","nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.14","Group 3","L001_bin.14_204968_2","K04561","nitric oxide reductase subunit B","Energy metabolism","Nitrogen metabolism","P","-"
"L001_bin.14","Group 3","L001_bin.14_260640_1","K00376","nitrous-oxide reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.14","Group 3","L001_bin.14_397784_6","K05601","hydroxylamine reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.14","Group 3","L001_bin.14_93191_1","K15876","cytochrome c nitrite reductase small subunit","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.17","Group 3","L001_bin.17_380131_1","K15876","cytochrome c nitrite reductase small subunit","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.17","Group 3","L001_bin.17_380131_2","K03385","nitrite reductase (cytochrome c-552)","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.17","Group 3","L001_bin.17_421549_3","K00371","nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.17","Group 3","L001_bin.17_421549_4","K00370","nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.17","Group 3","L001_bin.17_95914_2","K05601","hydroxylamine reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.19","Group 1","L001_bin.19_118207_1","K05601","hydroxylamine reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.20","Group 3","L001_bin.20_270068_45","K05601","hydroxylamine reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.20","Group 3","L001_bin.20_334109_7","K03385","nitrite reductase (cytochrome c-552)","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.20","Group 3","L001_bin.20_334109_8","K15876","cytochrome c nitrite reductase small subunit","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.2","Group 1","L001_bin.2_227156_6","K05601","hydroxylamine reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.7","Group 1","L001_bin.7_133977_1","K05601","hydroxylamine reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.22","Group 1","L003_bin.22_533180_3","K05601","hydroxylamine reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.25","Group 3","L003_bin.25_441053_3","K03385","nitrite reductase (cytochrome c-552)","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.25","Group 3","L003_bin.25_441053_4","K15876","cytochrome c nitrite reductase small subunit","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.25","Group 3","L003_bin.25_44493_1","K00368","nitrite reductase (NO-forming)","Energy metabolism","Nitrogen metabolism","CQ","-"
"L003_bin.31","Group 3","L003_bin.31_140326_5","K04561","nitric oxide reductase subunit B","Energy metabolism","Nitrogen metabolism","P","-"
"L003_bin.31","Group 3","L003_bin.31_172731_15","K05601","hydroxylamine reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.31","Group 3","L003_bin.31_172731_7","K03385","nitrite reductase (cytochrome c-552)","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.31","Group 3","L003_bin.31_172731_8","K15876","cytochrome c nitrite reductase small subunit","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.31","Group 3","L003_bin.31_448560_3","K00368","nitrite reductase (NO-forming)","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.31","Group 3","L003_bin.31_509340_55","K00376","nitrous-oxide reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.31","Group 3","L003_bin.31_580993_2","K00374","nitrate reductase gamma subunit","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.31","Group 3","L003_bin.31_580993_4","K00371","nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.31","Group 3","L003_bin.31_580993_5","K00370","nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.3","Group 5","L003_bin.3_13658_16","K05601","hydroxylamine reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.7","Group 3","L003_bin.7_194208_2","K04561","nitric oxide reductase subunit B","Energy metabolism","Nitrogen metabolism","P","-"
"L003_bin.7","Group 3","L003_bin.7_334450_3","K05601","hydroxylamine reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.7","Group 3","L003_bin.7_377169_1","K15876","cytochrome c nitrite reductase small subunit","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.7","Group 3","L003_bin.7_377169_2","K03385","nitrite reductase (cytochrome c-552)","Energy metabolism","Nitrogen metabolism","C","-"
"L003_bin.9","Group 3","L003_bin.9_179456_1","K05601","hydroxylamine reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L004_bin.13","Group 3","L004_bin.13_164983_13","K02305","nitric oxide reductase subunit C","Energy metabolism","Nitrogen metabolism","C","-"
"L004_bin.13","Group 3","L004_bin.13_233884_1","K04561","nitric oxide reductase subunit B","Energy metabolism","Nitrogen metabolism","O","-"
"L004_bin.13","Group 3","L004_bin.13_243365_21","K00376","nitrous-oxide reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L004_bin.13","Group 3","L004_bin.13_276431_4","K00368","nitrite reductase (NO-forming)","Energy metabolism","Nitrogen metabolism","C","-"
"L004_bin.14","Group 4","L004_bin.14_216490_1","K00376","nitrous-oxide reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L004_bin.14","Group 4","L004_bin.14_219334_3","K00370","nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit","Energy metabolism","Nitrogen metabolism","C","-"
"L004_bin.14","Group 4","L004_bin.14_224073_2","K03385","nitrite reductase (cytochrome c-552)","Energy metabolism","Nitrogen metabolism","C","-"
"L004_bin.14","Group 4","L004_bin.14_238106_1","K15864","nitrite reductase (NO-forming) / hydroxylamine reductase","Energy metabolism","Nitrogen metabolism","C","-"
